story,token,surprisal,label
The fox story.txt,Ġmore,0.37284543692480876,low_surprisal
The fox story.txt,Ġtime,0.17609306166358535,low_surprisal
The fox story.txt,",",1.1072976646464145,low_surprisal
The fox story.txt,Ġwith,7.432251953844661,low_surprisal
The fox story.txt,Ġall,5.647298769888278,low_surprisal
The fox story.txt,Ġhis,0.9136936693196315,low_surprisal
The fox story.txt,Ġstrength,1.2484580861067682,low_surprisal
The fox story.txt,.,2.6778350012647736,low_surprisal
The fox story.txt,ĠHe,2.5167349182729866,low_surprisal
The fox story.txt,Ġle,9.115410231732554,low_surprisal
The fox story.txt,aped,0.046599334279427695,low_surprisal
The fox story.txt,Ġinto,4.637433283835495,low_surprisal
The fox story.txt,Ġthe,0.20901074750285542,low_surprisal
The fox story.txt,Ġair,1.3006045149936336,low_surprisal
The fox story.txt,Ġand,2.1381321712927184,low_surprisal
The fox story.txt,Ġlanded,2.704361367818543,low_surprisal
The fox story.txt,Ġback,7.133158396663451,low_surprisal
The fox story.txt,Ġon,1.1097077942815845,low_surprisal
The fox story.txt,Ġthe,0.5957938086730099,low_surprisal
The fox story.txt,Ġground,2.943556267228,low_surprisal
The fox story.txt,.,1.0264535306629008,low_surprisal
The fox story.txt,ĠThe,3.0442526410058877,low_surprisal
The fox story.txt,Ġgrapes,5.9673473502848795,low_surprisal
The fox story.txt,Ġwere,1.6550365178328796,low_surprisal
The fox story.txt,Ġstill,3.1126564659402662,low_surprisal
The fox story.txt,Ġout,7.6129170585182715,low_surprisal
The fox story.txt,Ġof,1.096655316935766,low_surprisal
The fox story.txt,Ġreach,1.882436475366927,low_surprisal
The fox story.txt,.,1.5421226907223513,low_surprisal
The fox story.txt,ĠT,11.240973226534116,low_surprisal
The fox story.txt,ired,4.6740579158109155,low_surprisal
The fox story.txt,Ġand,2.4185504481961364,low_surprisal
The fox story.txt,Ġout,7.781794497430129,low_surprisal
The fox story.txt,Ġof,0.06673797963487058,low_surprisal
The fox story.txt,Ġbreath,0.20817923332697116,low_surprisal
The fox story.txt,",",0.37302806335879957,low_surprisal
The fox story.txt,Ġthe,2.256751306722857,low_surprisal
The fox story.txt,Ġfox,0.7368530359121964,low_surprisal
The fox story.txt,Ġsat,6.530342782511879,low_surprisal
The fox story.txt,Ġdown,2.0347201832379667,low_surprisal
The fox story.txt,Ġto,5.5930202916320555,low_surprisal
The fox story.txt,Ġthink,8.455156869118245,low_surprisal
The fox story.txt,.,0.7932518066328236,low_surprisal
The fox story.txt,Ġhe,7.283438500963583,high_surprisal
The fox story.txt,Ġsat,6.5183819855971965,high_surprisal
The fox story.txt,",",3.919609720862692,high_surprisal
The fox story.txt,Ġhis,3.9511032581458867,high_surprisal
The fox story.txt,Ġthoughts,7.9049341475293184,high_surprisal
The fox story.txt,Ġturned,4.375433092875515,high_surprisal
The fox story.txt,Ġbitter,13.6448547386925,high_surprisal
The fox story.txt,.,1.3445636129989798,high_surprisal
The fox story.txt,ĠWere,12.558131151425385,high_surprisal
The fox story.txt,Ġthese,4.803095508809416,high_surprisal
