value,time
0,3.954292000344139
0,7.9542920003441395
0,11.95429200034414
0,15.95429200034414
0,19.95429200034414
0,23.95429200034414
0,27.95429200034414
0,31.95429200034414
0,35.95429200034414
0,39.95429200034414
0,43.95429200034414
0,47.95429200034414
0,51.95429200034414
0,55.95429200034414
0,59.95429200034414
0,63.95429200034414
0,67.95429200034414
0,71.95429200034414
0,75.95429200034414
0,79.95429200034414
0,83.95429200034414
0,87.95429200034414
0,91.95429200034414
0,95.95429200034414
0,99.95429200034414
0,103.95429200034414
0,107.95429200034414
0,111.95429200034414
0,115.95429200034414
0,119.95429200034414
0,123.95429200034414
0,127.95429200034414
0,131.95429200034414
0,135.95429200034414
0,139.95429200034414
0,143.95429200034414
0,147.95429200034414
0,151.95429200034414
0,155.95429200034414
0,159.95429200034414
0,163.95429200034414
0,167.95429200034414
0,171.95429200034414
0,175.95429200034414
0,179.95429200034414
0,183.95429200034417
0,187.95429200034417
0,191.95429200034417
0,195.95429200034417
0,199.95429200034417
0,203.95429200034417
0,207.95429200034417
0,211.95429200034417
0,215.95429200034417
0,219.95429200034417
0,223.95429200034417
0,227.95429200034417
0,231.95429200034417
0,235.95429200034417
0,239.95429200034417
0,243.95429200034417
0,247.95429200034417
0,251.95429200034417
0,255.95429200034417
0,259.95429200034414
0,263.95429200034414
0,267.95429200034414
0,271.95429200034414
0,275.95429200034414
0,279.95429200034414
0,283.95429200034414
0,287.95429200034414
0,291.95429200034414
0,295.95429200034414
0,299.95429200034414
0,303.95429200034414
0,307.95429200034414
0,311.95429200034414
0,315.95429200034414
0,319.95429200034414
0,323.95429200034414
0,327.95429200034414
0,331.95429200034414
0,335.95429200034414
0,339.95429200034414
0,343.95429200034414
0,347.95429200034414
0,351.95429200034414
0,355.95429200034414
0,359.95429200034414
0,363.95429200034414
0,367.95429200034414
0,371.95429200034414
0,375.95429200034414
0,379.95429200034414
0,383.95429200034414
0,387.95429200034414
0,391.95429200034414
0,395.95429200034414
0,399.95429200034414
0,403.95429200034414
0,407.95429200034414
0,411.95429200034414
0,415.95429200034414
0,419.95429200034414
0,423.95429200034414
0,427.95429200034414
0,431.95429200034414
0,435.95429200034414
0,439.95429200034414
0,443.95429200034414
0,447.95429200034414
0,451.95429200034414
0,455.95429200034414
0,459.95429200034414
0,463.95429200034414
0,467.95429200034414
0,471.95429200034414
0,475.95429200034414
0,479.95429200034414
0,483.95429200034414
0,487.95429200034414
0,491.95429200034414
0,495.95429200034414
0,499.95429200034414
0,503.95429200034414
0,507.95429200034414
0,511.95429200034414
0,515.9542920003441
0,519.9542920003441
0,523.9542920003441
0,527.9542920003441
0,531.9542920003441
0,535.9542920003441
0,539.9542920003441
0,543.9542920003441
0,547.9542920003441
0,551.9542920003441
0,555.9542920003441
0,559.9542920003441
0,563.9542920003441
0,567.9542920003441
0,571.9542920003441
0,575.9542920003441
0,579.9542920003441
0,583.9542920003441
0,587.9542920003441
0,591.9542920003441
0,595.9542920003441
0,599.9542920003441
0,603.9542920003441
0,607.9542920003441
0,611.9542920003441
0,615.9542920003441
0,619.9542920003441
0,623.9542920003441
0,627.9542920003441
0,631.9542920003441
0,635.9542920003441
0,639.9542920003441
0,643.9542920003441
0,647.9542920003441
0,651.9542920003441
0,655.9542920003441
0,659.9542920003441
0,663.9542920003441
0,667.9542920003441
0,671.9542920003441
0,675.9542920003441
0,679.9542920003441
0,683.9542920003441
0,687.9542920003441
0,691.9542920003441
0,695.9542920003441
0,699.9542920003441
0,703.9542920003441
0,707.9542920003441
0,711.9542920003441
0,715.9542920003441
0,719.9542920003441
0,723.9542920003441
0,727.9542920003441
0,731.9542920003441
0,735.9542920003441
0,739.9542920003441
0,743.9542920003441
0,747.9542920003441
0,751.9542920003441
0,755.9542920003441
0,759.9542920003441
0,763.9542920003441
0,767.9542920003441
0,771.9542920003441
0,775.9542920003441
0,779.9542920003441
0,783.9542920003441
0,787.9542920003441
0,791.9542920003441
0,795.9542920003441
0,799.9542920003441
0,803.9542920003441
0,807.9542920003441
0,811.9542920003441
0,815.9542920003441
0,819.9542920003441
0,823.9542920003441
0,827.9542920003441
0,831.9542920003441
0,835.9542920003441
0,839.9542920003441
0,843.9542920003441
0,847.9542920003441
0,851.9542920003441
0,855.9542920003441
0,859.9542920003441
0,863.9542920003441
0,867.9542920003441
0,871.9542920003441
0,875.9542920003441
0,879.9542920003441
0,883.9542920003441
0,887.9542920003441
0,891.9542920003441
0,895.9542920003441
0,899.9542920003441
0,903.954292000344
0,907.954292000344
0,911.954292000344
0,915.954292000344
0,919.954292000344
0,923.954292000344
0,927.954292000344
0,931.954292000344
0,935.954292000344
0,939.954292000344
0,943.954292000344
0,947.954292000344
0,951.954292000344
0,955.954292000344
0,959.954292000344
0,963.954292000344
0,967.954292000344
0,971.954292000344
0,975.954292000344
0,979.954292000344
0,983.954292000344
0,987.954292000344
0,991.954292000344
0,995.954292000344
0,999.954292000344
0,1003.954292000344
0,1007.954292000344
0,1011.954292000344
0,1015.954292000344
0,1019.954292000344
0,1023.954292000344
0,1027.954292000344
0,1031.954292000344
0,1035.954292000344
0,1039.954292000344
0,1043.954292000344
0,1047.954292000344
0,1051.954292000344
0,1055.954292000344
0,1059.954292000344
0,1063.954292000344
0,1067.954292000344
0,1071.954292000344
0,1075.954292000344
0,1079.954292000344
0,1083.954292000344
0,1087.954292000344
0,1091.954292000344
0,1095.954292000344
0,1099.954292000344
0,1103.954292000344
0,1107.954292000344
0,1111.954292000344
0,1115.954292000344
0,1119.954292000344
0,1123.954292000344
0,1127.954292000344
0,1131.954292000344
0,1135.954292000344
0,1139.954292000344
0,1143.954292000344
0,1147.954292000344
0,1151.954292000344
0,1155.954292000344
0,1159.954292000344
0,1163.954292000344
0,1167.954292000344
0,1171.954292000344
0,1175.954292000344
0,1179.954292000344
0,1183.954292000344
0,1187.954292000344
0,1191.954292000344
0,1195.954292000344
0,1199.954292000344
0,1203.954292000344
0,1207.954292000344
0,1211.954292000344
0,1215.954292000344
0,1219.954292000344
0,1223.954292000344
0,1227.954292000344
0,1231.954292000344
0,1235.954292000344
0,1239.954292000344
0,1243.954292000344
0,1247.954292000344
0,1251.954292000344
0,1255.954292000344
0,1259.954292000344
0,1263.954292000344
0,1267.954292000344
0,1271.954292000344
0,1275.954292000344
0,1279.954292000344
0,1283.954292000344
0,1287.954292000344
0,1291.954292000344
0,1295.954292000344
0,1299.954292000344
0,1303.954292000344
0,1307.954292000344
0,1311.954292000344
0,1315.954292000344
0,1319.954292000344
0,1323.954292000344
0,1327.954292000344
0,1331.954292000344
0,1335.954292000344
0,1339.954292000344
0,1343.954292000344
0,1347.954292000344
0,1351.954292000344
0,1355.954292000344
0,1359.954292000344
0,1363.954292000344
0,1367.954292000344
0,1371.954292000344
0,1375.954292000344
0,1379.954292000344
0,1383.954292000344
0,1387.954292000344
0,1391.954292000344
0,1395.954292000344
0,1399.954292000344
0,1403.954292000344
0,1407.954292000344
0,1411.954292000344
0,1415.954292000344
0,1419.954292000344
0,1423.954292000344
0,1427.954292000344
0,1431.954292000344
0,1435.954292000344
0,1439.954292000344
0,1443.954292000344
0,1447.954292000344
0,1451.954292000344
0,1455.954292000344
0,1459.954292000344
0,1463.954292000344
0,1467.954292000344
0,1471.954292000344
0,1475.954292000344
0,1479.954292000344
0,1483.954292000344
0,1487.954292000344
0,1491.954292000344
0,1495.954292000344
0,1499.954292000344
0,1503.954292000344
0,1507.954292000344
0,1511.954292000344
0,1515.954292000344
0,1519.954292000344
0,1523.954292000344
0,1527.954292000344
0,1531.954292000344
0,1535.954292000344
0,1539.954292000344
0,1543.954292000344
0,1547.954292000344
0,1551.954292000344
0,1555.954292000344
0,1559.954292000344
0,1563.954292000344
0,1567.954292000344
0,1571.954292000344
0,1575.954292000344
0,1579.954292000344
0,1583.954292000344
0,1587.954292000344
0,1591.954292000344
0,1595.954292000344
0,1599.954292000344
0,1603.954292000344
0,1607.954292000344
0,1611.954292000344
0,1615.954292000344
0,1619.954292000344
0,1623.954292000344
0,1627.954292000344
0,1631.954292000344
0,1635.954292000344
0,1639.954292000344
0,1643.954292000344
0,1647.954292000344
0,1651.954292000344
0,1655.954292000344
0,1659.954292000344
0,1663.954292000344
0,1667.954292000344
0,1671.954292000344
0,1675.954292000344
0,1679.954292000344
0,1683.954292000344
0,1687.954292000344
0,1691.954292000344
0,1695.954292000344
0,1699.954292000344
0,1703.954292000344
0,1707.954292000344
0,1711.954292000344
0,1715.954292000344
0,1719.954292000344
0,1723.954292000344
0,1727.954292000344
0,1731.954292000344
0,1735.954292000344
0,1739.954292000344
0,1743.954292000344
0,1747.954292000344
0,1751.954292000344
0,1755.954292000344
0,1759.954292000344
0,1763.954292000344
0,1767.954292000344
0,1771.954292000344
0,1775.954292000344
0,1779.954292000344
0,1783.954292000344
0,1787.954292000344
0,1791.954292000344
0,1795.954292000344
0,1799.954292000344
0,1803.954292000344
0,1807.954292000344
0,1811.954292000344
0,1815.954292000344
0,1819.954292000344
0,1823.954292000344
0,1827.954292000344
0,1831.954292000344
0,1835.954292000344
0,1839.954292000344
0,1843.954292000344
0,1847.954292000344
0,1851.954292000344
0,1855.954292000344
0,1859.954292000344
0,1863.954292000344
0,1867.954292000344
0,1871.954292000344
0,1875.954292000344
0,1879.954292000344
0,1883.954292000344
0,1887.954292000344
0,1891.954292000344
0,1895.954292000344
0,1899.954292000344
0,1903.954292000344
0,1907.954292000344
0,1911.954292000344
0,1915.954292000344
0,1919.954292000344
0,1923.954292000344
0,1927.954292000344
0,1931.954292000344
0,1935.954292000344
0,1939.954292000344
0,1943.954292000344
0,1947.954292000344
0,1951.954292000344
0,1955.954292000344
0,1959.954292000344
0,1963.954292000344
0,1967.954292000344
0,1971.954292000344
0,1975.954292000344
0,1979.954292000344
0,1983.954292000344
0,1987.954292000344
0,1991.954292000344
0,1995.954292000344
0,1999.954292000344
0,2003.954292000344
0,2007.954292000344
0,2011.954292000344
0,2015.954292000344
0,2019.954292000344
0,2023.954292000344
0,2027.954292000344
0,2031.954292000344
0,2035.954292000344
0,2039.954292000344
0,2043.954292000344
0,2047.954292000344
0,2051.954292000344
0,2055.954292000344
0,2059.954292000344
0,2063.954292000344
0,2067.954292000344
0,2071.954292000344
0,2075.954292000344
0,2079.954292000344
0,2083.954292000344
0,2087.954292000344
0,2091.954292000344
0,2095.954292000344
0,2099.954292000344
0,2103.954292000344
0,2107.954292000344
0,2111.954292000344
0,2115.954292000344
0,2119.954292000344
0,2123.954292000344
0,2127.954292000344
0,2131.954292000344
0,2135.954292000344
0,2139.954292000344
0,2143.954292000344
0,2147.954292000344
0,2151.954292000344
0,2155.954292000344
0,2159.954292000344
0,2163.954292000344
0,2167.954292000344
0,2171.954292000344
0,2175.954292000344
0,2179.954292000344
0,2183.954292000344
0,2187.954292000344
0,2191.954292000344
0,2195.954292000344
0,2199.954292000344
0,2203.954292000344
0,2207.954292000344
0,2211.954292000344
0,2215.954292000344
0,2219.954292000344
0,2223.954292000344
0,2227.954292000344
0,2231.954292000344
0,2235.954292000344
0,2239.954292000344
0,2243.954292000344
0,2247.954292000344
0,2251.954292000344
0,2255.954292000344
0,2259.954292000344
0,2263.954292000344
0,2267.954292000344
0,2271.954292000344
0,2275.954292000344
0,2279.954292000344
0,2283.954292000344
0,2287.954292000344
0,2291.954292000344
0,2295.954292000344
0,2299.954292000344
0,2303.954292000344
0,2307.954292000344
0,2311.954292000344
0,2315.954292000344
0,2319.954292000344
0,2323.954292000344
0,2327.954292000344
0,2331.954292000344
0,2335.954292000344
0,2339.954292000344
0,2343.954292000344
0,2347.954292000344
0,2351.954292000344
0,2355.954292000344
0,2359.954292000344
0,2363.954292000344
0,2367.954292000344
0,2371.954292000344
0,2375.954292000344
0,2379.954292000344
0,2383.954292000344
0,2387.954292000344
0,2391.954292000344
0,2395.954292000344
0,2399.954292000344
0,2403.954292000344
0,2407.954292000344
0,2411.954292000344
0,2415.954292000344
0,2419.954292000344
0,2423.954292000344
0,2427.954292000344
0,2431.954292000344
0,2435.954292000344
0,2439.954292000344
0,2443.954292000344
0,2447.954292000344
0,2451.954292000344
0,2455.954292000344
0,2459.954292000344
0,2463.954292000344
0,2467.954292000344
0,2471.954292000344
0,2475.954292000344
0,2479.954292000344
