story,mean_low,mean_high,diff_high_minus_low
The fox story.txt,4.411021448096244,5.536514722974236,1.125493274877992
The grasshopper story.txt,5.424238808491411,6.0249402174567495,0.6007014089653389
The mouse story.txt,4.887452371037682,6.033732899334957,1.1462805282972752
The wind story.txt,4.9007661961418485,6.006265436778312,1.1054992406364637
